,Postcode,Population,Households
1636731,NR10 3LD,60.0,25.0
1636732,NR10 3LE,6.0,3.0
1636733,NR10 3LF,17.0,9.0
1636734,NR10 3LG,46.0,27.0
1636735,NR10 3LH,50.0,28.0
1636736,NR10 3LJ,3.0,2.0
1636737,NR10 3LL,72.0,25.0
1636738,NR10 3LN,12.0,4.0
1636739,NR10 3LP,59.0,41.0
1636740,NR10 3LQ,14.0,5.0
1636741,NR10 3LR,41.0,30.0
1636742,NR10 3LS,35.0,13.0
1636743,NR10 3LT,16.0,5.0
1636744,NR10 3LU,24.0,10.0
1636745,NR10 3LW,6.0,3.0
1636746,NR10 3LX,23.0,11.0
1636747,NR10 3LY,34.0,12.0
1636748,NR10 3LZ,33.0,17.0
1636749,NR10 3NA,146.0,60.0
1636750,NR10 3NB,44.0,19.0
1636751,NR10 3ND,8.0,4.0
1636752,NR10 3NE,38.0,16.0
1636753,NR10 3NF,39.0,18.0
1636754,NR10 3NG,17.0,9.0
1636755,NR10 3NH,50.0,21.0
1636756,NR10 3NJ,121.0,56.0
1636757,NR10 3NL,21.0,11.0
1636758,NR10 3NN,65.0,28.0
1636759,NR10 3NP,130.0,58.0
1636760,NR10 3NQ,82.0,11.0
1636761,NR10 3NR,9.0,4.0
1636762,NR10 3NS,69.0,30.0
1636763,NR10 3NT,34.0,13.0
1636765,NR10 3NW,121.0,54.0
1636766,NR10 3NX,37.0,20.0
1636767,NR10 3NY,95.0,38.0
1636768,NR10 3NZ,122.0,46.0
1636769,NR10 3PA,116.0,40.0
1636770,NR10 3PB,110.0,39.0
1636771,NR10 3PD,53.0,24.0
1636772,NR10 3PE,31.0,10.0
1636773,NR10 3PF,87.0,35.0
1636774,NR10 3PG,70.0,30.0
1636775,NR10 3PH,52.0,25.0
1636776,NR10 3PJ,147.0,66.0
1636777,NR10 3PL,33.0,12.0
1636778,NR10 3PN,43.0,16.0
1636779,NR10 3PP,25.0,11.0
1636780,NR10 3PQ,60.0,28.0
1636781,NR10 3PR,9.0,4.0
1636782,NR10 3PS,3.0,1.0
1636783,NR10 3PT,4.0,2.0
1636784,NR10 3PU,4.0,1.0
1636785,NR10 3PW,43.0,20.0
1636786,NR10 3PX,60.0,26.0
1636787,NR10 3PY,21.0,7.0
1636788,NR10 3PZ,102.0,49.0
1636789,NR10 3QA,101.0,44.0
1636790,NR10 3QB,58.0,30.0
1636791,NR10 3QD,78.0,27.0
1636792,NR10 3QE,142.0,51.0
1636793,NR10 3QF,10.0,7.0
1636794,NR10 3QG,55.0,19.0
1636795,NR10 3QH,124.0,52.0
1636796,NR10 3QJ,117.0,45.0
1636799,NR10 3QP,54.0,31.0
1636800,NR10 3QQ,74.0,26.0
1636801,NR10 3QR,40.0,17.0
1636802,NR10 3QS,31.0,12.0
1636803,NR10 3QT,33.0,15.0
1636804,NR10 3QU,57.0,24.0
1636805,NR10 3QW,78.0,35.0
1636806,NR10 3QX,123.0,45.0
1636807,NR10 3QY,43.0,16.0
1636808,NR10 3QZ,144.0,58.0
1636809,NR10 3RA,53.0,25.0
1636810,NR10 3RB,21.0,8.0
1636811,NR10 3RD,33.0,17.0
1636814,NR10 3RG,63.0,31.0
1636819,NR10 3RP,98.0,43.0
1636820,NR10 3RQ,49.0,18.0
1636821,NR10 3RR,36.0,16.0
1636822,NR10 3RS,30.0,14.0
1636823,NR10 3RT,88.0,35.0
1636828,NR10 3SA,127.0,46.0
1636829,NR10 3SB,22.0,7.0
1636830,NR10 3SD,64.0,21.0
1636831,NR10 3SE,64.0,30.0
1636832,NR10 3SF,30.0,11.0
1636833,NR10 3SG,86.0,30.0
1636834,NR10 3SH,105.0,35.0
1636835,NR10 3SJ,88.0,26.0
1636836,NR10 3SL,91.0,33.0
1636837,NR10 3SN,62.0,23.0
1636838,NR10 3SP,105.0,42.0
1636839,NR10 3SQ,156.0,60.0
1636840,NR10 3SR,80.0,26.0
1636841,NR10 3SS,4.0,1.0
1636842,NR10 3ST,129.0,51.0
1636843,NR10 3SU,49.0,21.0
1636844,NR10 3SW,86.0,38.0
1636846,NR10 3SY,129.0,44.0
1636847,NR10 3SZ,52.0,18.0
1636848,NR10 3TA,111.0,39.0
1636850,NR10 3TN,2.0,1.0
1636851,NR10 3TQ,10.0,4.0
1636882,NR10 4AA,39.0,13.0
1636883,NR10 4AB,73.0,31.0
1636884,NR10 4AD,5.0,2.0
1636885,NR10 4AE,35.0,16.0
1636886,NR10 4AF,107.0,57.0
1636887,NR10 4AG,5.0,4.0
1636888,NR10 4AH,27.0,14.0
1636889,NR10 4AJ,7.0,5.0
1636890,NR10 4AL,17.0,9.0
1636891,NR10 4AN,42.0,17.0
1636892,NR10 4AP,19.0,9.0
1636893,NR10 4AQ,21.0,7.0
1636894,NR10 4AR,24.0,9.0
1636895,NR10 4AS,91.0,46.0
1636896,NR10 4AT,11.0,5.0
1636897,NR10 4AU,65.0,23.0
1636898,NR10 4AW,8.0,3.0
1636899,NR10 4AX,9.0,3.0
1636900,NR10 4AY,12.0,4.0
1636901,NR10 4AZ,28.0,13.0
1636902,NR10 4BA,6.0,4.0
1636904,NR10 4BD,40.0,15.0
1636907,NR10 4BG,180.0,73.0
1636908,NR10 4BH,1.0,1.0
1636910,NR10 4BL,38.0,15.0
1636911,NR10 4BN,17.0,6.0
1636912,NR10 4BP,4.0,1.0
1636914,NR10 4BS,75.0,25.0
1636915,NR10 4BT,4.0,1.0
1636916,NR10 4BU,31.0,11.0
1636918,NR10 4BX,35.0,13.0
1636919,NR10 4BY,16.0,6.0
1636920,NR10 4BZ,16.0,0.0
1636922,NR10 4DB,16.0,7.0
1636923,NR10 4DD,27.0,10.0
1636924,NR10 4DE,9.0,3.0
1636925,NR10 4DF,4.0,2.0
1636926,NR10 4DG,28.0,11.0
1636927,NR10 4DH,33.0,17.0
1636928,NR10 4DJ,26.0,11.0
1636929,NR10 4DL,11.0,5.0
1636930,NR10 4DN,11.0,4.0
1636931,NR10 4DP,42.0,16.0
1636932,NR10 4DQ,88.0,34.0
1636933,NR10 4DR,52.0,21.0
1636934,NR10 4DS,40.0,17.0
1636935,NR10 4DT,23.0,9.0
1636936,NR10 4DU,6.0,3.0
1636938,NR10 4DX,5.0,3.0
1636940,NR10 4DZ,12.0,4.0
1636941,NR10 4EA,22.0,7.0
1636942,NR10 4EB,14.0,4.0
1636943,NR10 4ED,42.0,20.0
1636944,NR10 4EE,15.0,7.0
1636945,NR10 4EF,10.0,4.0
1636946,NR10 4EG,74.0,24.0
1636947,NR10 4EH,8.0,5.0
1636948,NR10 4EJ,74.0,34.0
1636949,NR10 4EL,64.0,28.0
1636951,NR10 4EP,7.0,4.0
1636952,NR10 4EQ,68.0,29.0
1636953,NR10 4ER,20.0,7.0
1636954,NR10 4ES,3.0,2.0
1636955,NR10 4ET,30.0,12.0
1636956,NR10 4EU,73.0,23.0
1636957,NR10 4EW,5.0,2.0
1636958,NR10 4EX,56.0,25.0
1636959,NR10 4EY,12.0,3.0
1636960,NR10 4EZ,19.0,6.0
1636962,NR10 4FB,28.0,10.0
1636963,NR10 4FD,28.0,11.0
1636966,NR10 4FG,67.0,21.0
1636967,NR10 4FH,25.0,9.0
1636968,NR10 4FJ,17.0,5.0
1636975,NR10 4GL,4.0,3.0
1636977,NR10 4HB,2.0,1.0
1636978,NR10 4HD,24.0,9.0
1636979,NR10 4HE,1.0,1.0
1636980,NR10 4HF,65.0,26.0
1636981,NR10 4HG,22.0,6.0
1636982,NR10 4HH,4.0,2.0
1636983,NR10 4HJ,20.0,7.0
1636984,NR10 4HL,22.0,9.0
1636985,NR10 4HN,13.0,6.0
1636986,NR10 4HP,19.0,8.0
1636987,NR10 4HQ,38.0,14.0
1636988,NR10 4HR,7.0,4.0
1636989,NR10 4HS,29.0,9.0
1636990,NR10 4HT,4.0,2.0
1636991,NR10 4HU,2.0,1.0
1636992,NR10 4HW,5.0,2.0
1636993,NR10 4HX,4.0,1.0
1636994,NR10 4HY,9.0,4.0
1636995,NR10 4HZ,27.0,11.0
1636996,NR10 4JA,15.0,8.0
1636997,NR10 4JB,26.0,9.0
1636999,NR10 4JE,18.0,6.0
1637000,NR10 4JF,22.0,8.0
1637001,NR10 4JG,37.0,14.0
1637003,NR10 4JJ,46.0,25.0
1637004,NR10 4JL,22.0,12.0
1637005,NR10 4JN,42.0,20.0
1637006,NR10 4JP,90.0,39.0
1637007,NR10 4JQ,20.0,15.0
1637008,NR10 4JR,10.0,8.0
1637009,NR10 4JS,20.0,8.0
1637010,NR10 4JT,18.0,8.0
1637011,NR10 4JU,12.0,7.0
1637012,NR10 4JW,30.0,16.0
1637013,NR10 4JX,16.0,7.0
1637014,NR10 4JY,84.0,35.0
1637015,NR10 4JZ,42.0,18.0
1637016,NR10 4LA,44.0,17.0
1637017,NR10 4LB,5.0,3.0
1637018,NR10 4LD,12.0,10.0
1637019,NR10 4LE,15.0,10.0
1637020,NR10 4LF,31.0,16.0
1637021,NR10 4LG,9.0,4.0
1637022,NR10 4LH,23.0,14.0
1637023,NR10 4LJ,96.0,42.0
1637024,NR10 4LL,23.0,12.0
1637025,NR10 4LN,14.0,7.0
1637026,NR10 4LP,72.0,28.0
1637027,NR10 4LQ,52.0,27.0
1637028,NR10 4LR,9.0,5.0
1637029,NR10 4LS,150.0,66.0
1637030,NR10 4LT,49.0,19.0
1637031,NR10 4LU,66.0,27.0
1637032,NR10 4LW,11.0,7.0
1637034,NR10 4LY,20.0,10.0
1637037,NR10 4NB,6.0,1.0
1637038,NR10 4ND,40.0,12.0
1637039,NR10 4NE,8.0,5.0
1637040,NR10 4NF,21.0,9.0
1637041,NR10 4NG,51.0,23.0
1637042,NR10 4NH,22.0,7.0
1637043,NR10 4NJ,5.0,2.0
1637044,NR10 4NL,76.0,33.0
1637045,NR10 4NN,2.0,1.0
1637046,NR10 4NP,9.0,5.0
1637047,NR10 4NQ,78.0,27.0
1637048,NR10 4NR,15.0,5.0
1637049,NR10 4NS,22.0,10.0
1637050,NR10 4NT,13.0,7.0
1637051,NR10 4NU,8.0,3.0
1637052,NR10 4NW,2.0,1.0
1637053,NR10 4NX,9.0,3.0
1637054,NR10 4NY,8.0,3.0
1637055,NR10 4NZ,16.0,9.0
1637056,NR10 4PA,3.0,2.0
1637057,NR10 4PB,14.0,5.0
1637058,NR10 4PD,16.0,6.0
1637059,NR10 4PE,5.0,2.0
1637060,NR10 4PF,13.0,6.0
1637061,NR10 4PG,10.0,4.0
1637062,NR10 4PH,12.0,5.0
1637063,NR10 4PJ,27.0,13.0
1637064,NR10 4PL,12.0,5.0
1637065,NR10 4PN,64.0,31.0
1637066,NR10 4PP,8.0,3.0
1637067,NR10 4PQ,14.0,5.0
1637069,NR10 4PS,2.0,1.0
1637070,NR10 4PT,9.0,3.0
1637071,NR10 4PU,4.0,2.0
1637072,NR10 4PW,4.0,1.0
1637073,NR10 4PX,7.0,2.0
1637074,NR10 4PY,8.0,2.0
1637075,NR10 4PZ,3.0,2.0
1637076,NR10 4QA,5.0,3.0
1637077,NR10 4QB,1.0,1.0
1637078,NR10 4QD,19.0,6.0
1637079,NR10 4QE,17.0,7.0
1637080,NR10 4QF,4.0,2.0
1637081,NR10 4QG,4.0,2.0
1637082,NR10 4QH,3.0,2.0
1637084,NR10 4QL,11.0,3.0
1637085,NR10 4QN,13.0,5.0
1637086,NR10 4QP,41.0,24.0
1637087,NR10 4QQ,2.0,2.0
1637089,NR10 4QS,48.0,15.0
1637090,NR10 4QT,39.0,22.0
1637091,NR10 4QU,12.0,5.0
1637092,NR10 4QW,37.0,25.0
1637093,NR10 4QX,9.0,4.0
1637094,NR10 4QY,32.0,9.0
1637095,NR10 4QZ,3.0,2.0
1637096,NR10 4RA,41.0,18.0
1637097,NR10 4RB,22.0,9.0
1637098,NR10 4RD,23.0,10.0
1637099,NR10 4RE,22.0,8.0
1637100,NR10 4RF,37.0,14.0
1637101,NR10 4RG,11.0,4.0
1637102,NR10 4RH,17.0,4.0
1637103,NR10 4RJ,2.0,1.0
1637104,NR10 4RL,23.0,6.0
1637105,NR10 4RN,26.0,11.0
1637106,NR10 4RP,19.0,7.0
1637107,NR10 4RQ,19.0,7.0
1637108,NR10 4RR,24.0,7.0
1637109,NR10 4RS,2.0,1.0
1637110,NR10 4RT,13.0,4.0
1637111,NR10 4RU,20.0,7.0
1637112,NR10 4RW,2.0,1.0
1637113,NR10 4RX,7.0,3.0
1637114,NR10 4RY,12.0,5.0
1637115,NR10 4RZ,26.0,12.0
1637116,NR10 4SA,7.0,2.0
1637117,NR10 4SB,6.0,3.0
1637118,NR10 4SD,25.0,11.0
1637119,NR10 4SE,5.0,2.0
1637120,NR10 4SF,19.0,10.0
1637121,NR10 4SG,17.0,7.0
1637123,NR10 4SJ,33.0,18.0
1637125,NR10 4SN,52.0,21.0
1637126,NR10 4SP,79.0,30.0
1637127,NR10 4SQ,2.0,1.0
1637129,NR10 4ST,6.0,4.0
1637130,NR10 4SU,20.0,10.0
1637135,NR10 4TA,19.0,7.0
1637136,NR10 4TB,31.0,12.0
1637139,NR10 4TX,5.0,2.0
1637140,NR10 4UA,5.0,1.0
1637161,NR10 5AA,89.0,37.0
1637162,NR10 5AB,38.0,17.0
1637163,NR10 5AD,24.0,12.0
1637164,NR10 5AE,92.0,41.0
1637165,NR10 5AF,75.0,32.0
1637166,NR10 5AG,10.0,4.0
1637167,NR10 5AH,32.0,13.0
1637169,NR10 5AL,22.0,9.0
1637170,NR10 5AN,9.0,5.0
1637171,NR10 5AP,46.0,20.0
1637172,NR10 5AQ,34.0,14.0
1637173,NR10 5AR,6.0,2.0
1637174,NR10 5AS,27.0,10.0
1637175,NR10 5AT,8.0,4.0
1637176,NR10 5AU,14.0,6.0
1637177,NR10 5AW,10.0,4.0
1637178,NR10 5AX,8.0,3.0
1637179,NR10 5AY,8.0,3.0
1637180,NR10 5AZ,7.0,3.0
1637181,NR10 5BA,24.0,12.0
1637182,NR10 5BB,4.0,3.0
1637183,NR10 5BD,8.0,3.0
1637184,NR10 5BE,3.0,1.0
1637185,NR10 5BF,4.0,1.0
1637186,NR10 5BG,3.0,2.0
1637187,NR10 5BH,21.0,8.0
1637188,NR10 5BJ,2.0,1.0
1637189,NR10 5BL,8.0,3.0
1637190,NR10 5BN,2.0,1.0
1637191,NR10 5BP,4.0,2.0
1637192,NR10 5BQ,30.0,11.0
1637193,NR10 5BS,4.0,2.0
1637194,NR10 5BT,8.0,2.0
1637195,NR10 5BU,8.0,2.0
1637196,NR10 5BW,12.0,5.0
1637197,NR10 5BX,3.0,2.0
1637198,NR10 5BY,71.0,25.0
1637200,NR10 5DA,18.0,6.0
1637201,NR10 5DB,4.0,3.0
1637202,NR10 5DD,10.0,4.0
1637203,NR10 5DE,5.0,2.0
1637204,NR10 5DF,35.0,15.0
1637205,NR10 5DG,11.0,6.0
1637206,NR10 5DH,6.0,2.0
1637207,NR10 5DJ,20.0,8.0
1637208,NR10 5DL,83.0,29.0
1637209,NR10 5DN,9.0,4.0
1637210,NR10 5DP,13.0,8.0
1637211,NR10 5DQ,12.0,6.0
1637212,NR10 5DR,19.0,10.0
1637213,NR10 5DS,28.0,12.0
1637214,NR10 5DT,65.0,21.0
1637215,NR10 5DU,75.0,30.0
1637216,NR10 5DW,4.0,2.0
1637217,NR10 5DX,76.0,34.0
1637218,NR10 5DY,20.0,1.0
1637219,NR10 5DZ,2.0,1.0
1637220,NR10 5EA,43.0,19.0
1637222,NR10 5ED,2.0,1.0
1637224,NR10 5EF,16.0,5.0
1637225,NR10 5EG,52.0,17.0
1637226,NR10 5EH,63.0,17.0
1637227,NR10 5EJ,23.0,8.0
1637228,NR10 5EL,43.0,20.0
1637229,NR10 5EN,36.0,17.0
1637230,NR10 5EP,18.0,8.0
1637232,NR10 5ER,78.0,37.0
1637233,NR10 5ES,46.0,22.0
1637234,NR10 5ET,95.0,50.0
1637235,NR10 5EU,28.0,14.0
1637236,NR10 5EW,20.0,7.0
1637237,NR10 5EX,22.0,11.0
1637238,NR10 5EY,24.0,11.0
1637246,NR10 5GA,13.0,8.0
1637247,NR10 5GB,495.0,0.0
1637250,NR10 5HB,36.0,9.0
1637251,NR10 5HD,33.0,13.0
1637252,NR10 5HE,8.0,2.0
1637253,NR10 5HF,80.0,40.0
1637254,NR10 5HG,61.0,24.0
1637255,NR10 5HH,14.0,5.0
1637256,NR10 5HJ,4.0,1.0
1637257,NR10 5HL,6.0,2.0
1637258,NR10 5HN,31.0,13.0
1637259,NR10 5HP,22.0,8.0
1637260,NR10 5HQ,131.0,57.0
1637261,NR10 5HR,46.0,18.0
1637262,NR10 5HS,15.0,7.0
1637263,NR10 5HT,23.0,10.0
1637264,NR10 5HU,8.0,3.0
1637265,NR10 5HW,16.0,7.0
1637266,NR10 5HX,11.0,5.0
1637267,NR10 5HY,16.0,7.0
1637268,NR10 5HZ,7.0,3.0
1637269,NR10 5JA,30.0,15.0
1637270,NR10 5JB,5.0,2.0
1637271,NR10 5JD,60.0,20.0
1637272,NR10 5JE,70.0,31.0
1637273,NR10 5JF,5.0,3.0
1637274,NR10 5JG,11.0,4.0
1637275,NR10 5JH,15.0,4.0
1637276,NR10 5JJ,25.0,8.0
1637277,NR10 5JL,25.0,6.0
1637278,NR10 5JN,93.0,34.0
1637279,NR10 5JP,21.0,8.0
1637280,NR10 5JQ,18.0,8.0
1637281,NR10 5JR,147.0,56.0
1637282,NR10 5JS,60.0,26.0
1637283,NR10 5JT,102.0,45.0
1637284,NR10 5JU,46.0,20.0
1637285,NR10 5JW,60.0,20.0
1637286,NR10 5JX,14.0,4.0
1637287,NR10 5JY,119.0,53.0
1637288,NR10 5JZ,116.0,53.0
1637289,NR10 5LA,85.0,36.0
1637290,NR10 5LB,31.0,20.0
1637291,NR10 5LD,7.0,3.0
1637292,NR10 5LE,61.0,19.0
1637293,NR10 5LF,5.0,3.0
1637295,NR10 5LH,3.0,1.0
1637296,NR10 5LJ,12.0,5.0
1637298,NR10 5LN,15.0,5.0
1637299,NR10 5LP,21.0,10.0
1637302,NR10 5LS,10.0,6.0
1637303,NR10 5LT,108.0,71.0
1637304,NR10 5LU,6.0,2.0
1637305,NR10 5LW,37.0,15.0
1637306,NR10 5LX,5.0,2.0
1637307,NR10 5LY,5.0,2.0
1637308,NR10 5LZ,36.0,15.0
1637309,NR10 5NA,139.0,51.0
1637310,NR10 5NB,61.0,22.0
1637311,NR10 5ND,11.0,5.0
1637312,NR10 5NE,73.0,26.0
1637313,NR10 5NF,15.0,5.0
1637314,NR10 5NG,10.0,3.0
1637315,NR10 5NH,61.0,24.0
1637316,NR10 5NJ,17.0,4.0
1637317,NR10 5NL,78.0,31.0
1637318,NR10 5NN,9.0,5.0
1637319,NR10 5NP,2.0,1.0
1637320,NR10 5NQ,50.0,18.0
1637321,NR10 5NR,7.0,3.0
1637322,NR10 5NS,8.0,2.0
1637323,NR10 5NT,14.0,6.0
1637324,NR10 5NU,169.0,61.0
1637325,NR10 5NW,4.0,2.0
1637326,NR10 5NX,24.0,11.0
1637327,NR10 5NY,5.0,2.0
1637328,NR10 5NZ,83.0,53.0
1637329,NR10 5PA,15.0,7.0
1637330,NR10 5PB,112.0,47.0
1637331,NR10 5PD,72.0,36.0
1637332,NR10 5PE,10.0,3.0
1637333,NR10 5PF,25.0,11.0
1637334,NR10 5PG,25.0,12.0
1637335,NR10 5PH,10.0,5.0
1637336,NR10 5PJ,56.0,20.0
1637337,NR10 5PL,6.0,3.0
1637338,NR10 5PN,16.0,4.0
1637339,NR10 5PP,16.0,6.0
1637340,NR10 5PQ,10.0,5.0
1637342,NR10 5PS,27.0,9.0
1637343,NR10 5PT,42.0,20.0
1637344,NR10 5PU,11.0,4.0
1637345,NR10 5PW,11.0,6.0
1637346,NR10 5PX,2.0,1.0
1637347,NR10 5PY,88.0,38.0
1637348,NR10 5PZ,96.0,48.0
1637349,NR10 5QA,27.0,14.0
1637350,NR10 5QB,8.0,4.0
1637351,NR10 5QD,19.0,10.0
1637352,NR10 5QE,2.0,1.0
1637353,NR10 5QF,8.0,3.0
1637354,NR10 5QG,22.0,6.0
1637355,NR10 5QH,2.0,1.0
1637356,NR10 5QJ,7.0,4.0
1637357,NR10 5QL,100.0,35.0
1637359,NR10 5QP,71.0,29.0
1637360,NR10 5QQ,8.0,3.0
1637361,NR10 5QR,4.0,1.0
1637362,NR10 5QS,8.0,2.0
1637363,NR10 5QT,8.0,2.0
1637364,NR10 5QU,16.0,1.0
1637365,NR10 5QW,36.0,15.0
1637366,NR10 5QX,55.0,22.0
1637367,NR10 5QY,12.0,4.0
1637368,NR10 5QZ,19.0,13.0
1637369,NR10 5RA,68.0,25.0
1637370,NR10 5RB,12.0,7.0
1637371,NR10 5RD,15.0,4.0
1637373,NR10 5RF,30.0,15.0
1637374,NR10 5RG,21.0,8.0
1637375,NR10 5RH,51.0,0.0
1637378,NR10 5RN,34.0,11.0
1637379,NR10 5RP,23.0,9.0
1637380,NR10 5RQ,3.0,1.0
1637385,NR10 5RY,22.0,7.0
1637395,NR10 5SR,8.0,2.0
1637396,NR10 5TA,2.0,2.0
1637421,NR11 6AA,56.0,28.0
1637422,NR11 6AB,30.0,15.0
1637423,NR11 6AD,22.0,9.0
1637424,NR11 6AE,48.0,23.0
1637425,NR11 6AF,58.0,26.0
1637426,NR11 6AG,7.0,4.0
1637428,NR11 6AJ,10.0,5.0
1637429,NR11 6AL,50.0,21.0
1637430,NR11 6AN,26.0,11.0
1637431,NR11 6AP,146.0,65.0
1637432,NR11 6AQ,24.0,10.0
1637434,NR11 6AS,34.0,2.0
1637435,NR11 6AT,76.0,36.0
1637436,NR11 6AU,7.0,4.0
1637437,NR11 6AW,72.0,28.0
1637438,NR11 6AX,32.0,17.0
1637439,NR11 6AY,153.0,59.0
1637440,NR11 6AZ,6.0,2.0
1637441,NR11 6BA,82.0,35.0
1637442,NR11 6BB,29.0,10.0
1637443,NR11 6BD,18.0,7.0
1637444,NR11 6BE,18.0,8.0
1637445,NR11 6BF,17.0,16.0
1637446,NR11 6BG,70.0,32.0
1637447,NR11 6BH,35.0,19.0
1637448,NR11 6BJ,18.0,11.0
1637449,NR11 6BL,19.0,9.0
1637450,NR11 6BN,28.0,4.0
1637451,NR11 6BP,33.0,18.0
1637452,NR11 6BQ,11.0,6.0
1637453,NR11 6BS,5.0,2.0
1637454,NR11 6BT,25.0,9.0
1637455,NR11 6BU,6.0,3.0
1637457,NR11 6BX,12.0,6.0
1637458,NR11 6BY,36.0,18.0
1637459,NR11 6BZ,66.0,25.0
1637460,NR11 6DA,11.0,6.0
1637461,NR11 6DB,1.0,1.0
1637462,NR11 6DD,111.0,47.0
1637463,NR11 6DE,7.0,5.0
1637464,NR11 6DF,19.0,10.0
1637465,NR11 6DG,83.0,41.0
1637466,NR11 6DH,43.0,24.0
1637467,NR11 6DJ,40.0,19.0
1637468,NR11 6DL,82.0,39.0
1637469,NR11 6DN,28.0,12.0
1637470,NR11 6DP,12.0,6.0
1637471,NR11 6DQ,28.0,20.0
1637472,NR11 6DR,62.0,29.0
1637473,NR11 6DS,34.0,17.0
1637474,NR11 6DT,85.0,44.0
1637475,NR11 6DU,22.0,11.0
1637476,NR11 6DW,22.0,9.0
1637477,NR11 6DX,44.0,18.0
1637478,NR11 6DY,71.0,36.0
1637479,NR11 6DZ,16.0,8.0
1637480,NR11 6EA,76.0,40.0
1637481,NR11 6EB,57.0,30.0
1637482,NR11 6ED,36.0,15.0
1637483,NR11 6EE,2.0,1.0
1637484,NR11 6EF,86.0,36.0
1637485,NR11 6EG,8.0,1.0
1637486,NR11 6EH,11.0,8.0
1637491,NR11 6EQ,1.0,1.0
1637492,NR11 6ER,58.0,37.0
1637493,NR11 6ES,20.0,14.0
1637494,NR11 6ET,18.0,9.0
1637495,NR11 6EU,16.0,6.0
1637497,NR11 6EX,6.0,3.0
1637499,NR11 6EZ,11.0,5.0
1637501,NR11 6FB,48.0,18.0
1637533,NR11 6GS,6.0,3.0
1637534,NR11 6GT,13.0,4.0
1637536,NR11 6GX,14.0,11.0
1637538,NR11 6GZ,26.0,6.0
1637539,NR11 6HA,22.0,14.0
1637540,NR11 6HB,5.0,2.0
1637541,NR11 6HD,16.0,8.0
1637542,NR11 6HE,39.0,19.0
1637543,NR11 6HF,24.0,10.0
1637544,NR11 6HG,45.0,21.0
1637545,NR11 6HH,47.0,23.0
1637546,NR11 6HJ,16.0,7.0
1637547,NR11 6HL,71.0,31.0
1637548,NR11 6HN,84.0,37.0
1637549,NR11 6HP,22.0,10.0
1637550,NR11 6HQ,73.0,49.0
1637551,NR11 6HR,24.0,11.0
1637553,NR11 6HT,26.0,21.0
1637554,NR11 6HU,61.0,51.0
1637555,NR11 6HW,79.0,44.0
1637556,NR11 6HX,67.0,38.0
1637557,NR11 6HY,5.0,2.0
1637558,NR11 6HZ,27.0,13.0
1637559,NR11 6JA,28.0,15.0
1637560,NR11 6JB,32.0,17.0
1637561,NR11 6JD,73.0,33.0
1637562,NR11 6JE,24.0,11.0
1637563,NR11 6JF,114.0,58.0
1637564,NR11 6JG,25.0,12.0
1637565,NR11 6JH,8.0,3.0
1637566,NR11 6JJ,41.0,16.0
1637567,NR11 6JL,50.0,25.0
1637568,NR11 6JN,21.0,10.0
1637569,NR11 6JP,12.0,6.0
1637570,NR11 6JQ,39.0,21.0
1637571,NR11 6JR,22.0,9.0
1637572,NR11 6JS,101.0,36.0
1637573,NR11 6JT,15.0,5.0
1637574,NR11 6JU,23.0,8.0
1637575,NR11 6JW,44.0,23.0
1637576,NR11 6JX,56.0,21.0
1637577,NR11 6JY,96.0,41.0
1637578,NR11 6JZ,53.0,25.0
1637579,NR11 6LA,66.0,41.0
1637580,NR11 6LB,91.0,43.0
1637581,NR11 6LD,48.0,20.0
1637582,NR11 6LE,9.0,5.0
1637583,NR11 6LF,19.0,12.0
1637585,NR11 6LH,14.0,8.0
1637586,NR11 6LJ,45.0,21.0
1637589,NR11 6LP,47.0,18.0
1637591,NR11 6LR,35.0,17.0
1637592,NR11 6LS,11.0,4.0
1637593,NR11 6LT,1.0,1.0
1637594,NR11 6LU,6.0,3.0
1637595,NR11 6LW,8.0,6.0
1637596,NR11 6LX,48.0,19.0
1637600,NR11 6NB,34.0,14.0
1637601,NR11 6ND,19.0,8.0
1637602,NR11 6NE,10.0,3.0
1637603,NR11 6NF,5.0,4.0
1637604,NR11 6NG,2.0,1.0
1637606,NR11 6NJ,15.0,7.0
1637607,NR11 6NL,5.0,2.0
1637608,NR11 6NN,41.0,23.0
1637609,NR11 6NP,18.0,8.0
1637611,NR11 6NR,5.0,2.0
1637612,NR11 6NS,7.0,2.0
1637613,NR11 6NT,19.0,7.0
1637614,NR11 6NU,30.0,12.0
1637615,NR11 6NW,5.0,1.0
1637616,NR11 6NX,16.0,10.0
1637617,NR11 6NY,6.0,3.0
1637618,NR11 6NZ,9.0,3.0
1637619,NR11 6PA,3.0,2.0
1637621,NR11 6PD,7.0,3.0
1637622,NR11 6PE,6.0,4.0
1637623,NR11 6PF,1.0,1.0
1637624,NR11 6PG,9.0,4.0
1637625,NR11 6PH,15.0,6.0
1637626,NR11 6PJ,19.0,8.0
1637627,NR11 6PL,35.0,12.0
1637628,NR11 6PN,52.0,27.0
1637629,NR11 6PP,7.0,5.0
1637632,NR11 6PS,4.0,2.0
1637633,NR11 6PT,2.0,1.0
1637634,NR11 6PU,20.0,9.0
1637635,NR11 6PW,6.0,4.0
1637636,NR11 6PX,6.0,4.0
1637637,NR11 6PY,3.0,2.0
1637639,NR11 6QA,33.0,16.0
1637640,NR11 6QB,1.0,1.0
1637641,NR11 6QD,51.0,19.0
1637642,NR11 6QE,39.0,15.0
1637643,NR11 6QF,6.0,2.0
